normalized_title	original_title	identifier	path
huawei baidu and industry partners launch china s first npo optical interconnect multi source agreement	Huawei, Baidu and Industry Partners Launch China's First NPO Optical Interconnect Multi-Source Agreement	https://www.trendforce.com/news/2026/07/14/news-huawei-baidu-and-industry-partners-launch-chinas-first-npo-optical-interconnect-multi-source-agreement/	raw/articles/2026-07-14_trendforce_huawei-baidu-npo-msa-china-optical-interconnect.md
intel pours 5b into ireland fab doubling down on intel 3 as europe s most advanced chip node	Intel Pours €5B Into Ireland Fab, Doubling Down on Intel 3 as Europe's Most Advanced Chip Node	https://www.trendforce.com/news/2026/07/14/news-intel-pours-e5b-into-ireland-fab-doubling-down-on-intel-3-as-europes-most-advanced-chip-node/	raw/articles/2026-07-14_trendforce_intel-ireland-5b-fab34-intel3.md
samsung steps up hiring across entire hbm process to accelerate hbm4 ramp and hbm4e hbm5 development	Samsung Steps Up Hiring Across Entire HBM Process to Accelerate HBM4 Ramp and HBM4E/HBM5 Development	https://www.trendforce.com/news/2026/07/14/news-samsung-steps-up-hiring-across-entire-hbm-process-to-accelerate-hbm4-ramp-and-hbm4ehbm5-development/	raw/articles/2026-07-14_trendforce_samsung-hbm-hiring-hbm4-hbm4e-hbm5.md
sk hynix reportedly starts yongin y1 equipment orders moves up phase 1 opening to feb 2027	SK hynix Reportedly Starts Yongin Y1 Equipment Orders, Moves Up Phase 1 Opening to Feb. 2027	https://www.trendforce.com/news/2026/07/14/news-sk-hynix-reportedly-starts-yongin-y1-equipment-orders-moves-up-phase-1-opening-to-feb-2027/	raw/articles/2026-07-14_trendforce_skhynix-yongin-y1-accelerated-feb2027.md
umc announces first delivery of mass produced silicon photonics wafers from singapore 12 inch fab	UMC Announces First Delivery of Mass-Produced Silicon Photonics Wafers from Singapore 12-Inch Fab	https://www.trendforce.com/news/2026/07/14/news-umc-announces-first-delivery-of-mass-produced-silicon-photonics-wafers-from-singapore-12-inch-fab/	raw/articles/2026-07-14_trendforce_umc-silith-silicon-photonics-hvm-singapore.md
korean and japanese researchers unveil new ai memory architectures to address hbm thermal limits	Korean and Japanese Researchers Unveil New AI Memory Architectures to Address HBM Thermal Limits	https://www.trendforce.com/news/2026/07/15/news-korean-and-japanese-researchers-unveil-new-ai-memory-architectures-turning-dram-sideways-to-address-hbm-bandwidth-and-thermal-limits/	raw/articles/2026-07-15_trendforce_korean-japanese-v-die-mosaic-ai-memory.md
psmc reportedly secures intel emib certification for silicon capacitors eyes 10k 12 inch wafer capacity by 2027	PSMC Reportedly Secures Intel EMIB Certification for Silicon Capacitors, Eyes 10K 12-inch Wafer Capacity by 2027	https://www.trendforce.com/news/2026/07/15/news-psmc-reportedly-secures-intel-emib-certification-for-silicon-capacitors-targets-10k-12-inch-wafers-per-month-by-2027/	raw/articles/2026-07-15_trendforce_psmc-intel-emib-silicon-capacitor-certification.md
alternative materials for hybrid bonding	Alternative Materials For Hybrid Bonding	https://semiengineering.com/alternative-materials-for-hybrid-bonding/	raw/articles/2026-07-16_semieng_alternative-materials-hybrid-bonding.md
can fine pitch hybrid bonding go high volume	Can Fine-Pitch Hybrid Bonding Go High Volume?	https://semiengineering.com/can-fine-pitch-hybrid-bonding-go-high-volume/	raw/articles/2026-07-16_semieng_fine-pitch-hybrid-bonding-high-volume.md
tsmc boosts arizona investment by us 100b plans 4 more fabs for 2nm and advanced packaging	TSMC Boosts Arizona Investment by US$100B, Plans 4 More Fabs for 2nm and Advanced Packaging	https://www.trendforce.com/news/2026/07/16/news-tsmc-boosts-arizona-investment-by-us100b-plans-4-more-fabs-for-2nm-and-advanced-packaging/	raw/articles/2026-07-16_trendforce_tsmc-arizona-100b-boost-265b-total.md
tsmc lifts 2026 capex 15 to 60 64b hikes sales outlook to over 40 despite q3 margin dip	TSMC Lifts 2026 Capex 15% to $60-64B, Hikes Sales Outlook to Over 40% Despite Q3 Margin Dip	https://www.trendforce.com/news/2026/07/16/news-tsmc-lifts-2026-capex-15-to-60-64b-hikes-sales-outlook-to-over-40-despite-q3-margin-dip/	raw/articles/2026-07-16_trendforce_tsmc-capex-60-64b-q3-guidance.md
tsmc 2q26 net income soars 77 yoy to nt 706 6b record gross margin beats forecast at 67 7	TSMC 2Q26 Net Income Soars 77% YoY to NT$706.6B Record; Gross Margin Beats Forecast at 67.7%	https://www.trendforce.com/news/2026/07/16/news-tsmc-2q26-net-income-soars-77-yoy-to-nt706-56b-record-eps-nt27-25-gross-margin-beats-forecast-at-67-7/	raw/articles/2026-07-16_trendforce_tsmc-q2-2026-net-income-706b-record.md
tsmc welcomes intel s emib for more market flexibility ceo jokes about memory makers margin boom	TSMC Welcomes Intel's EMIB for More Market Flexibility; CEO Jokes About Memory Makers' Margin Boom	https://www.trendforce.com/news/2026/07/16/news-tsmc-welcomes-intels-emib-for-more-market-flexibility-ceo-jokes-about-memory-makers-margin-boom/	raw/articles/2026-07-16_trendforce_tsmc-welcomes-intel-emib-market-flexibility.md
chip industry week in review 147	Chip Industry Week In Review #147	https://semiengineering.com/chip-industry-week-in-review-147/	raw/articles/2026-07-17_semieng_chip-week-147.md
tsmc after earnings call foreign brokerages see euv driven capex surge and 2027 price hikes	TSMC After Earnings Call: Foreign Brokerages See EUV-Driven CapEx Surge and 2027 Price Hikes	https://www.trendforce.com/news/2026/07/17/news-tsmc-after-earnings-call-foreign-brokerages-see-euv-driven-capex-surge-and-2027-price-hikes/	raw/articles/2026-07-17_trendforce_tsmc-post-earnings-euv-capex-2027-price-hikes.md
tsmc s 265b u s bet no food left on the table despite 4 5x higher fab construction costs	TSMC's $265B U.S. Bet: No Food Left on the Table Despite 4-5x Higher Fab Construction Costs	https://www.trendforce.com/news/2026/07/20/news-tsmcs-265b-u-s-bet-no-food-left-on-the-table-despite-4-5x-higher-fab-construction-costs/	raw/articles/2026-07-20_trendforce_tsmc-265b-arizona-intel-nova-lake.md
sabre 3d powering the next era of advanced packaging	SABRE 3D: Powering the Next Era of Advanced Packaging	https://newsroom.lamresearch.com/blog-sabre-3d-advanced-packaging-interconnects	raw/articles/2026-07-21_lamresearch_sabre-3d-ecd-advanced-packaging.md
samsung reportedly targets 2026 cxl 3 2 mass production sk hynix advances new ai memory architecture	Samsung Reportedly Targets 2026 CXL 3.2 Mass Production; SK hynix Advances New AI Memory Architecture	https://www.trendforce.com/news/2026/07/21/news-samsung-reportedly-targets-2026-cxl-3-2-mass-production-sk-hynix-advances-new-ai-memory-architecture/	raw/articles/2026-07-21_trendforce_samsung-cxl-3.2-skhynix-imte-ai-memory.md
samsung plans 50 tool hybrid bonding production line in pyeongtaek	Samsung Plans 50-Tool Hybrid Bonding Production Line in Pyeongtaek	https://www.thelec.net/news/articleView.html?idxno=12385	raw/articles/2026-07-22_thelec_samsung-50-tool-d2w-hybrid-bonding-line-pyeongtaek-p5.md
samsung reportedly builds hybrid bonding mass production line full scale deployment seen in 2029 2030	Samsung Reportedly Builds Hybrid Bonding Mass Production Line; Full-Scale Deployment Seen in 2029–2030	https://www.trendforce.com/news/2026/07/22/news-samsung-reportedly-builds-hybrid-bonding-mass-production-line-full-scale-deployment-seen-in-2029-2030/	raw/articles/2026-07-22_trendforce_samsung-hybrid-bonding-mass-production-besi-d2w.md
sk hynix set to post record operating margin in q2 as hbm mix weighs on asp growth and ltas gain focus	SK hynix Set to Post Record Operating Margin in Q2, as HBM Mix Weighs on ASP Growth and LTAs Gain Focus	https://www.trendforce.com/news/2026/07/22/news-sk-hynix-set-to-post-record-operating-margin-in-q2-as-hbm-mix-weighs-on-asp-growth-and-ltas-gain-focus/	raw/articles/2026-07-22_trendforce_skhynix-q2-record-margin-forecast.md
tsmc reportedly plans up to 10 price hikes in 2027 with extra hpc premiums apple nvidia in focus	TSMC Reportedly Plans Up to 10% Price Hikes in 2027, with Extra HPC Premiums: Apple, NVIDIA in Focus	https://www.trendforce.com/news/2026/07/22/news-tsmc-reportedly-plans-up-to-10-price-hikes-in-2027-with-extra-hpc-premiums-apple-nvidia-in-focus/	raw/articles/2026-07-22_trendforce_tsmc-2027-price-hike-10pct-hpc-premium.md
amkor technology announces strategic partnership with nvidia to expand advanced packaging and test for next generation ai infrastructure	Amkor Technology Announces Strategic Partnership with NVIDIA to Expand Advanced Packaging and Test for Next-Generation AI Infrastructure	https://ir.amkor.com/news-releases/news-release-details/amkor-technology-announces-strategic-partnership-nvidia-expand	raw/articles/2026-07-23_amkor-ir_nvidia-amkor-1-5b-strategic-partnership.md
sk hynix reportedly eyed as potential partner to operate intel s ohio fab after denying acquisition plans	SK hynix Reportedly Eyed as Potential Partner to Operate Intel's Ohio Fab After Denying Acquisition Plans	https://www.trendforce.com/news/2026/07/23/news-sk-hynix-reportedly-eyed-as-potential-partner-to-operate-intels-ohio-fab-after-denying-acquisition-plans/	raw/articles/2026-07-23_trendforce_skhynix-intel-ohio-fab-partner-emib.md
chip industry week in review 148	Chip Industry Week In Review #148	https://semiengineering.com/chip-industry-week-in-review-148/	raw/articles/2026-07-24_semieng_chip-week-148.md
amd unveils mi455x targeting nvidia rubin tsmc 2nm cowos l demand seen rising	AMD Unveils MI455X Targeting Nvidia Rubin; TSMC 2nm, CoWoS-L Demand Seen Rising	https://www.trendforce.com/news/2026/07/24/news-amd-unveils-mi455x-targeting-nvidia-rubin-tsmc-2nm-cowos-l-demand-seen-rising/	raw/articles/2026-07-24_trendforce_amd-mi455x-cowos-l-soic-foplp-demand.md
hkc announced investment in advanced semiconductor packaging and testing	HKC Announced Investment in Advanced Semiconductor Packaging and Testing	https://www.trendforce.com/news/2026/07/24/news-hkc-announced-investment-in-advanced-semiconductor-packaging-and-testing/	raw/articles/2026-07-24_trendforce_hkc-advanced-packaging-testing-cny4b-shaoxing.md
intel pulls forward 14a timeline by one year targeting 2028 mass production near tsmc s roadmap	Intel Pulls Forward 14A Timeline by One Year, Targeting 2028 Mass Production Near TSMC's Roadmap	https://www.trendforce.com/news/2026/07/24/news-intel-pulls-forward-14a-timeline-by-one-year-targeting-2028-mass-production-near-tsmcs-roadmap/	raw/articles/2026-07-24_trendforce_intel-14a-pulled-forward-2028-q2-earnings.md
skc reportedly pushes glass substrate mass production to 2027 targets final validation by year end	SKC Reportedly Pushes Glass Substrate Mass Production to 2027, Targets Final Validation by Year-end	https://www.trendforce.com/news/2026/07/24/news-skc-reportedly-pushes-glass-substrate-mass-production-to-2027-targets-final-validation-by-year-end/	raw/articles/2026-07-24_trendforce_skc-absolics-glass-substrate-mass-production-delayed-2027.md
sk hynix reportedly hires for 3d stacked dram on logic with a u s customer targets on device ai	SK hynix Reportedly Hires for 3D-Stacked DRAM-on-Logic With a U.S. Customer; Targets On-Device AI	https://www.trendforce.com/news/2026/07/24/news-sk-hynix-reportedly-hires-for-3d-stacked-dram-on-logic-with-a-u-s-customer-targets-on-device-ai/	raw/articles/2026-07-24_trendforce_skhynix-3d-stacked-dram-on-logic-on-device-ai.md
nvidia and broadcom begin volume ramp of cpo switches with optical engine yield and advanced packaging capacity emerging as key expansion bottlenecks	NVIDIA and Broadcom Begin Volume Ramp of CPO Switches, with Optical Engine Yield and Advanced Packaging Capacity Emerging as Key Expansion Bottlenecks	https://www.trendforce.com/presscenter/news/20260727-13151.html	raw/articles/2026-07-27_trendforce_presscenter_cpo-switches-nvidia-broadcom-volume-ramp.md
q2 memory earnings preview what to watch from samsung sk hynix and kioxia	Q2 Memory Earnings Preview: What to Watch From Samsung, SK hynix, and Kioxia	https://www.trendforce.com/news/2026/07/27/news-q2-memory-earnings-preview-what-to-watch-from-samsung-sk-hynix-and-kioxia/	raw/articles/2026-07-27_trendforce_q2-memory-earnings-preview-samsung-skhynix-kioxia.md
tsmc scales 2nm capacity as samsung wins major ai chip deal with broadcom	TSMC Scales 2nm Capacity as Samsung Wins Major AI Chip Deal with Broadcom	https://www.trendforce.com/news/2026/07/27/news-tsmc-scales-2nm-capacity-as-samsung-wins-major-ai-chip-deal-with-broadcom/	raw/articles/2026-07-27_trendforce_tsmc-2nm-samsung-broadcom-mou-foundry.md
china s lens boe advance glass substrates as taiwan s supply chain prepares for tsmc s copos	China's Lens, BOE Advance Glass Substrates as Taiwan's Supply Chain Prepares for TSMC's CoPoS	https://www.trendforce.com/news/2026/07/28/news-chinas-lens-boe-advance-glass-substrates-as-taiwans-supply-chain-prepares-for-tsmcs-copos/	raw/articles/2026-07-28_trendforce_glass-substrate-copos-intel-lens-boe-taiwan.md
nvidia reportedly halves vera rubin socamm capacity as memory costs near 29 of system bom	NVIDIA Reportedly Halves Vera Rubin SOCAMM Capacity as Memory Costs Near 29% of System BOM	https://www.trendforce.com/news/2026/07/28/news-nvidia-reportedly-halves-vera-rubin-socamm-capacity-as-memory-costs-near-29-of-system-bom/	raw/articles/2026-07-28_trendforce_nvidia-vera-rubin-socamm-halved-memory-bom.md
flat enough warpage management gets harder in advanced packaging	Flat Enough? Warpage Management Gets Harder In Advanced Packaging	https://semiengineering.com/flat-enough-warpage-management-gets-harder-in-advanced-packaging/	raw/articles/2026-07-29_semieng_warpage-management-advanced-packaging.md
sk hynix announces 2q26 financial results	SK hynix Announces 2Q26 Financial Results	https://news.skhynix.com/en/q2-2026-business-results/	raw/articles/2026-07-29_skhynix_q2-2026-financial-results.md
chinese advanced packaging firms kicks start a new round of capacity expansion	Chinese Advanced Packaging Firms Kicks-Start a New Round of Capacity Expansion	https://www.trendforce.com/news/2026/07/29/news-chinese-advanced-packaging-firms-kicks-start-a-new-round-of-capacity-expansion/	raw/articles/2026-07-29_trendforce_china-advanced-packaging-new-capacity-wave.md
china s semiconductor sector attracts billions in industrial investment funds	China's Semiconductor Sector Attracts Billions in Industrial Investment Funds	https://www.trendforce.com/news/2026/07/29/news-chinas-semiconductor-sector-attracts-billions-in-industrial-investment-funds/	raw/articles/2026-07-29_trendforce_china-semiconductor-industrial-investment-funds.md
samsung s ds unit delivers 99 7 of q2 profit amid memory boom hbm4 revenue reportedly to triple in q3	Samsung's DS Unit Delivers 99.7% of Q2 Profit amid Memory Boom; HBM4 Revenue Reportedly to Triple in Q3	https://www.trendforce.com/news/2026/07/30/news-samsungs-ds-unit-delivers-99-7-of-q2-profit-amid-memory-boom-hbm4-revenue-reportedly-to-triple-in-q3/	raw/articles/2026-07-30_trendforce_samsung-ds-q2-2026-hbm4-revenue-triple-q3.md
mass production and capacity expansion accelerate reshaping the foundry landscape in silicon photonics	Mass Production and Capacity Expansion Accelerate, Reshaping the Foundry Landscape in Silicon Photonics	https://www.trendforce.com/news/2026/07/30/news-mass-production-and-capacity-expansion-accelerate-reshaping-the-foundry-landscape-in-silicon-photonics/	raw/articles/2026-07-30_trendforce_silicon-photonics-foundry-landscape-mass-production.md
tsmc is reportedly developing advanced chip packaging tech to challenge intel s dominance	TSMC Is Reportedly Developing Advanced Chip Packaging Tech to Challenge Intel's Dominance	https://www.benzinga.com/markets/tech/26/07/60829355/tsmc-is-reportedly-developing-advanced-chip-packaging-tech-to-challenge-intels-dominance	raw/articles/2026-07-31_benzinga_tsmc-emib-like-kinsus.md
chip industry week in review 149	Chip Industry Week In Review #149	https://semiengineering.com/chip-industry-week-in-review-149/	raw/articles/2026-07-31_semieng_chip-week-149-dac-chips-act-intel-rio-rancho.md
ase again raises 2026 capex to record us 10 5b eyes 2x leading edge advanced packaging revenue by 2027	ASE Again Raises 2026 CapEx to Record US$10.5B; Eyes 2x Leading-Edge Advanced Packaging Revenue by 2027	https://www.trendforce.com/news/2026/07/31/news-ase-again-raises-2026-capex-to-record-us10-5b-eyes-2x-leading-edge-advanced-packaging-revenue-by-2027/	raw/articles/2026-07-31_trendforce_ase-capex-record-10-5b-leap-foplp.md
tsmc reportedly develops emib like packaging with kinsus to prevent potential customer shift to intel	TSMC Reportedly Develops EMIB-like Packaging with Kinsus to Prevent Potential Customer Shift to Intel	https://www.trendforce.com/news/2026/07/31/news-tsmc-reportedly-develops-emib-like-packaging-with-kinsus-to-prevent-potential-customer-shift-to-intel/	raw/articles/2026-07-31_trendforce_tsmc-emib-like-packaging-kinsus.md
kumamoto fab restart update tel sony resume operations tsmc s jasm fab 1 under inspection after m7 1 quake	Kumamoto Fab Restart Update: TEL, Sony Resume Operations; TSMC's JASM Fab 1 Under Inspection after M7.1 Quake	https://www.trendforce.com/news/2026/08/03/news-kumamoto-fab-restart-update-tel-sony-resume-operations-tsmcs-jasm-fab-1-under-inspection-after-m7-1-quake/	raw/articles/2026-08-03_trendforce_kumamoto-m71-quake-tsmc-jasm-tel-sony-restart.md
zj innolight debuts on hkex in record ipo as inp substrate bottleneck intensifies	ZJ Innolight Debuts on HKEX in Record IPO as InP Substrate Bottleneck Intensifies	https://www.trendforce.com/news/2026/08/03/news-zj-innolight-debuts-on-hkex-in-record-ipo-as-inp-substrate-bottleneck-intensifies/	raw/articles/2026-08-03_trendforce_zj-innolight-hkex-ipo-inp-substrate-bottleneck.md
from blueprint to build engineering the world s largest ai chips	From Blueprint To Build: Engineering The World's Largest AI Chips	https://semiengineering.com/from-blueprint-to-build-engineering-the-worlds-largest-ai-chips/	raw/articles/2026-08-04_semieng_from-blueprint-intel-hlff-240mm-emib-foveros.md
sk hynix sandisk debut hbf standard to challenge ai memory bottlenecks with google tenstorrent support	SK hynix, SanDisk Debut HBF Standard to Challenge AI Memory Bottlenecks with Google, Tenstorrent Support	https://www.trendforce.com/news/2026/08/04/sk-hynix-sandisk-debut-hbf-standard-to-challenge-ai-memory-bottlenecks-with-google-tenstorrent-support/	raw/articles/2026-08-04_trendforce_hbf-standard-fms2026-skhynix-sandisk-google.md
psmc reportedly becomes intel s exclusive emib silicon capacitor supplier umc may see order boost	PSMC Reportedly Becomes Intel's Exclusive EMIB Silicon Capacitor Supplier; UMC May See Order Boost	https://www.trendforce.com/news/2026/08/04/news-psmc-reportedly-becomes-intels-exclusive-emib-silicon-capacitor-supplier-umc-may-see-order-boost/	raw/articles/2026-08-04_trendforce_psmc-exclusive-emib-silicon-capacitor-umc-boost.md
samsung unveils industry first 400 layer v10 bv nand memory density up 58 vs v9	Samsung Unveils Industry-First 400-Layer V10 BV-NAND, Memory Density Up 58% vs V9	https://www.trendforce.com/news/2026/08/05/news-samsung-unveils-industry-first-400-layer-v10-bv-nand-memory-density-up-58-vs-v9/	raw/articles/2026-08-05_trendforce_samsung-v10-nand-zhbm-hbm5-fms2026.md
tsmc reportedly expands outsourcing of key cowos front end step to osats amid rising nvidia asic demand	TSMC Reportedly Expands Outsourcing of Key CoWoS Front-End Step to OSATs Amid Rising NVIDIA, ASIC Demand	https://www.trendforce.com/news/2026/08/05/news-tsmc-reportedly-expands-outsourcing-of-key-cowos-front-end-step-to-osats-amid-rising-nvidia-asic-demand/	raw/articles/2026-08-05_trendforce_tsmc-cowos-cow-outsourcing-osat-expansion.md
samsung debuts three next generation memory technologies for ai data centers zhbm znand o and bv nand all rely on advanced wafer bonding technologies	Samsung debuts three next-generation memory technologies for AI data centers — zHBM, zNAND-O, and BV-NAND all rely on advanced wafer bonding technologies	https://www.tomshardware.com/pc-components/dram/samsung-debuts-three-next-generation-memory-technologies-for-ai-data-centers-zhbm-znand-o-and-bv-nand-all-rely-on-advanced-wafer-bonding-technologies	raw/articles/2026-08-06_tomshardware_samsung-zhbm-znando-bvnand-fms2026-wafer-bonding.md
inp shortage emerges as ai optical interconnect bottleneck	InP Shortage Emerges as AI Optical Interconnect Bottleneck	https://www.trendforce.com/news/2026/08/06/news-inp-shortage-emerges-as-ai-optical-interconnect-bottleneck/	raw/articles/2026-08-06_trendforce_inp-shortage-ai-optical-interconnect-bottleneck.md
nittobo raises fy2027 net profit forecast by jpy 3b no further t glass price hikes planned	Nittobo Raises FY2027 Net Profit Forecast by JPY 3B; No Further T-Glass Price Hikes Planned	https://www.trendforce.com/news/2026/08/06/news-nittobo-raises-fy2027-net-profit-forecast-by-jpy-3b-no-further-t-glass-price-hikes-planned/	raw/articles/2026-08-06_trendforce_nittobo-tglass-fy2027-forecast-capacity.md
chip industry week in review 150	Chip Industry Week in Review #150	https://semiengineering.com/chip-industry-week-in-review-150/	raw/articles/2026-08-07_semieng_chip-week-150-fms-terafab-wsts-1-65t.md
18 chinese enterprises accelerate positions in glass core substrate market	18 Chinese Enterprises Accelerate Positions in Glass Core Substrate Market	https://www.trendforce.com/news/2026/08/07/news-18-chinese-enterprises-accelerate-positions-in-glass-core-substrate-market/	raw/articles/2026-08-07_trendforce_18-chinese-enterprises-glass-core-substrate.md
china s big fund phase iii pivot from fab building to advanced packaging equipment and ai chips	China's Big Fund Phase III Pivot: From Fab-Building to Advanced Packaging, Equipment, and AI Chips	https://www.trendforce.com/news/2026/08/07/news-chinas-big-fund-phase-iii-pivot-from-fab-building-to-advanced-packaging-equipment-and-ai-chips/	raw/articles/2026-08-07_trendforce_china-big-fund-phase-iii-pivot-advanced-packaging.md
memory giants race ahead sk hynix targets 2029 yongin y2 cleanroom samsung advances p5 p5 fab 2	Memory Giants Race Ahead: SK hynix Targets 2029 Yongin Y2 Cleanroom; Samsung Advances P5, P5 Fab 2	https://www.trendforce.com/news/2026/08/07/news-memory-giants-race-ahead-sk-hynix-targets-2029-yongin-y2-cleanroom-samsung-advances-pyeongtaek-p5-p5-fab-2/	raw/articles/2026-08-07_trendforce_skhynix-y2-fab-samsung-p5-parallel-expansion.md
tesla s terafab takes shape in texas with 16 8b first phase memory engineering hiring signals dram push	Tesla's Terafab Takes Shape in Texas with $16.8B First Phase; Memory Engineering Hiring Signals DRAM Push	https://www.trendforce.com/news/2026/08/07/news-teslas-terafab-takes-shape-in-texas-with-16-8b-first-phase-memory-engineering-hiring-signals-dram-push/	raw/articles/2026-08-07_trendforce_terafab-texas-16-8b-memory-hiring.md
samsung s hbm4 yield reportedly hits 80 as hbm race heats up sk hynix labor talks add a twist	Samsung's HBM4 Yield Reportedly Hits 80% as HBM Race Heats Up, SK hynix Labor Talks Add a Twist	https://www.trendforce.com/news/2026/08/10/news-samsungs-hbm4-yield-reportedly-hits-80-as-race-to-supply-vera-rubin-heats-up-sk-hynix-labor-talks-add-a-twist/	raw/articles/2026-08-10_trendforce_samsung-hbm4-yield-80pct-skhynix-labor.md
sk hynix s chongqing sale plan signals a global production reset not a china exit or full ownership of every site	SK hynix's Chongqing Sale Plan Signals a Global Production Reset, Not a China Exit—Or Full Ownership of Every Site	https://www.trendforce.com/news/2026/08/10/news-sk-hynixs-chongqing-sale-plan-signals-a-global-production-reset-not-a-china-exit-or-full-ownership-of-every-site/	raw/articles/2026-08-10_trendforce_skhynix-chongqing-sale-global-reset.md
tsmc reportedly eyes two auo fabs worth twd 30b for foplp and copos longtan could add 1 4nm	TSMC Reportedly Eyes Two AUO Fabs Worth TWD 30B+ for FOPLP and CoPoS; Longtan Could Add 1.4nm	https://www.trendforce.com/news/2026/08/10/news-tsmc-reportedly-eyes-two-auo-fabs-worth-twd-30b-for-foplp-and-copos-longtan-could-add-1-4nm/	raw/articles/2026-08-10_trendforce_tsmc-auo-fabs-foplp-copos-longtan.md
hbm becomes testbed for 3d assembly yield	HBM Becomes Testbed For 3D Assembly Yield	https://semiengineering.com/hbm-becomes-testbed-for-3d-assembly-yield/	raw/articles/2026-08-11_semieng_hbm-testbed-3d-assembly-yield.md
intel raises 19 7 billion to help fund future projects as 14a production looms share sale attracted 100 billion in demand report claims	Intel raises $19.7 billion to help fund future projects as 14A production looms — share sale attracted $100 billion in demand, report claims	https://www.tomshardware.com/tech-industry/semiconductors/intel-raises-usd19-7-billion-to-help-fund-future-projects-as-14a-production-looms-share-sale-attracted-usd100-billion-in-demand-report-claims	raw/articles/2026-08-11_tomshardware_intel-19-7b-stock-offering-14a.md
tsmc s 5 5 reticle cowos reportedly tops 99 yield flags memory abf as ai bottlenecks	TSMC's 5.5-Reticle CoWoS Reportedly Tops 99% Yield; Flags Memory, ABF as AI Bottlenecks	https://www.trendforce.com/news/2026/08/11/news-tsmcs-5-5-reticle-cowos-reportedly-tops-99-yield-flags-memory-abf-as-ai-bottlenecks/	raw/articles/2026-08-11_trendforce_tsmc-cowos-5-5-reticle-99pct-yield-abf-bottleneck.md
samsung electro mechanics glass substrate qualification stalls mass production pushed beyond 2028	Samsung Electro-Mechanics' Glass Substrate Qualification Stalls, Mass Production Pushed Beyond 2028	https://finance.biggo.com/news/2e9bec2b-d71e-4f6d-a200-6ce90ee80930	raw/articles/2026-08-12_biggo_samsung-em-glass-sample-reliability-failure-beyond-2028.md
ase s spil breaks ground on nearly twd 100b plant in douliu to boost cowos capacity operations set for 2028	ASE's SPIL Breaks Ground on Nearly TWD 100B Plant in Douliu to Boost CoWoS Capacity, Operations Set for 2028	https://www.trendforce.com/news/2026/08/12/news-ases-spil-breaks-ground-on-nearly-twd-100b-plant-in-douliu-to-boost-cowos-capacity-operations-set-for-2028/	raw/articles/2026-08-12_trendforce_ase-spil-douliu-twd100b-cowos-2028.md
micron flags hbm4e as start of custom hbm era hbm market could tilt toward dual or single suppliers	Micron Flags HBM4E as Start of Custom HBM Era; HBM Market Could Tilt Toward Dual-or-Single Suppliers	https://www.trendforce.com/news/2026/08/12/news-micron-flags-hbm4e-as-start-of-custom-hbm-era-hbm-market-could-tilt-toward-dual-or-single-suppliers/	raw/articles/2026-08-12_trendforce_micron-hbm4e-custom-era-dual-supplier.md
micron meets less than half of data center demand as customers rush to secure memory at very high prices	Micron Meets Less Than Half of Data Center Demand as Customers Rush to Secure Memory at 'Very High' Prices	https://www.trendforce.com/news/2026/08/12/news-micron-can-meet-less-than-half-of-data-center-demand-as-customers-rush-to-secure-memory-at-very-high-prices/	raw/articles/2026-08-12_trendforce_micron-less-than-half-datacenter-demand.md
the 1 megawatt rack debate	The 1-Megawatt Rack Debate	https://semiengineering.com/the-1-megawatt-rack-debate/	raw/articles/2026-08-13_semieng_1-megawatt-rack-debate-thermal.md
copper s grip on ai scaling is starting to slip	Copper's Grip On AI Scaling Is Starting To Slip	https://semiengineering.com/coppers-grip-on-ai-scaling-is-starting-to-slip/	raw/articles/2026-08-13_semieng_coppers-grip-ai-scaling-slip.md
intel reportedly hints at memory reentry eyes cpu memory stacking as xbm patent emerges	Intel Reportedly Hints at Memory Reentry, Eyes CPU-Memory Stacking as XBM Patent Emerges	https://www.trendforce.com/news/2026/08/13/news-intel-reportedly-hints-at-memory-reentry-eyes-cpu-memory-stacking-as-xbm-patent-emerges/	raw/articles/2026-08-13_trendforce_intel-memory-reentry-xbm-zam-saimemory.md
samsung sk hynix s hbm4 push puts hbm general memory pricing in the spotlight for 2h earnings	Samsung, SK hynix's HBM4 Push Puts HBM, General Memory Pricing in the Spotlight for 2H Earnings	https://www.trendforce.com/news/2026/08/13/news-samsung-sk-hynixs-hbm4-push-puts-hbm-general-memory-pricing-in-the-spotlight-for-2h-earnings/	raw/articles/2026-08-13_trendforce_samsung-skhynix-hbm4-2h-earnings-pricing.md
applied materials lifts 2026 packaging growth above 70 dram set to accelerate china remains key market	Applied Materials Lifts 2026 Packaging Growth Above 70%; DRAM Set to Accelerate, China Remains Key Market	https://www.trendforce.com/news/2026/08/14/news-applied-materials-lifts-2026-packaging-growth-above-70-dram-set-to-accelerate-china-remains-key-market/	raw/articles/2026-08-14_trendforce_applied-materials-packaging-growth-70pct-q3-2026.md
samsung may repurpose r d line for foundry targeting 2nm hbm base dies for future nvidia demand	Samsung May Repurpose R&D Line for Foundry, Targeting 2nm HBM Base Dies for Future NVIDIA Demand	https://www.trendforce.com/news/2026/08/14/news-samsung-may-repurpose-rd-line-for-foundry-targeting-2nm-hbm-base-dies-for-future-nvidia-demand/	raw/articles/2026-08-14_trendforce_samsung-nrdk-line2-2nm-hbm5-base-die.md
